SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-TES_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight
203.0,-203.0,-220.0,-203.0,400.0,-203.0,-1e+200,323104569.006,19328561.0785,324984222.627,362531759.678,288593444.587,295047501.393,354829308.707,19.0,3.73593273364e+14,200,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,500.0,-203.0,-1e+200,318917702.484,18064381.6243,321159671.59,355510508.5,280341780.897,292860484.108,342722596.867,20.0,3.26321883467e+14,201,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,310581645.987,17762429.8079,309288237.081,339150974.088,280148721.638,286669547.226,338203180.951,18.0,3.1550391268e+14,202,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,700.0,-203.0,-1e+200,322189061.759,23745746.2149,321851069.621,368717723.567,271790096.432,285696853.478,355470308.423,20.0,5.63860463301e+14,203,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,319398746.342,17201146.5181,319755177.355,348351848.448,296038114.299,298360325.703,344483838.431,18.0,2.95879441538e+14,204,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,321434550.037,20182814.1792,319655251.817,358370624.149,294078088.89,297049046.732,354226948.542,17.0,4.07345988194e+14,205,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,316964841.643,25742902.2598,310817927.1,361277861.158,281122492.285,283890572.401,357786076.715,20.0,6.62697016758e+14,206,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,315450012.837,29909252.2569,317237647.692,390562378.288,271029258.334,272293405.385,354921043.041,20.0,8.94563370569e+14,207,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,306227160.585,24003454.4349,304548915.486,349874892.899,259771889.013,271051705.873,348754452.377,19.0,5.7616582481e+14,208,0.0453846153846,9.47328533535e-09,0.00738916256158,0.025,8.38385752179e-06
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,315323583.905,20200007.9878,315188302.963,346978160.842,277956760.342,280823188.585,346228651.08,18.0,4.08040322709e+14,209,0.0384615384615,9.47328533535e-09,0.00738916256158,0.025,7.10496400152e-06
203.0,-203.0,-210.0,-203.0,0.0,-203.0,-1e+200,311864336.195,21647529.4714,305803449.004,352581225.855,271506138.437,273324269.0,349358019.345,20.0,4.68615532217e+14,211,0.0384615384615,9.47328533535e-09,0.00738916256158,0.02125,6.03921940129e-06
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,311165027.523,22131915.7394,308646854.713,367778183.918,260600691.794,285204455.575,340064269.835,18.0,4.89821694296e+14,210,0.0315384615385,9.47328533535e-09,0.00738916256158,0.025,5.82607048124e-06
203.0,-203.0,-210.0,-203.0,100.0,-203.0,-1e+200,315319071.223,17807298.4205,308553986.998,364438102.055,295314120.608,297224694.438,345376370.81,19.0,3.17099877035e+14,212,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,200.0,-203.0,-1e+200,310586365.898,23473720.19,310621811.545,358177605.159,269477382.28,273819597.804,347428370.434,19.0,5.51015539557e+14,213,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,300.0,-203.0,-1e+200,313550054.243,16920689.9083,314370289.233,348013344.592,283052725.106,291123996.573,341583066.691,20.0,2.86309746973e+14,214,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,400.0,-203.0,-1e+200,312485898.372,15524385.3351,314115705.114,339986966.077,288297506.126,294154261.903,337190158.275,20.0,2.41006540032e+14,215,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,500.0,-203.0,-1e+200,310335130.515,21793870.3942,309028471.934,357622236.666,275403813.698,281417098.268,340725185.928,20.0,4.74972786759e+14,216,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,600.0,-203.0,-1e+200,307448503.524,19436032.07,308066913.34,352077853.532,272494857.787,279258171.385,335966935.06,20.0,3.77759342628e+14,217,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,700.0,-203.0,-1e+200,313024560.629,20896780.967,312685240.483,356862368.054,275425905.138,282915380.576,346248878.284,19.0,4.36675454783e+14,218,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,800.0,-203.0,-1e+200,307180391.418,17027329.3062,306064728.969,350766263.099,278876210.126,287282745.316,331594586.452,19.0,2.899299433e+14,219,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,900.0,-203.0,-1e+200,302630707.041,21425958.8165,301956997.909,340153242.798,257620694.994,276090021.556,331682310.612,19.0,4.59071711204e+14,220,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1000.0,-203.0,-1e+200,305132728.433,16359170.082,309040720.102,328131751.748,272625515.904,277419473.947,325945159.087,19.0,2.67622445772e+14,221,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1100.0,-203.0,-1e+200,301787141.655,20477273.6977,292618619.569,342158127.773,269955885.053,274240127.75,335659332.951,20.0,4.19318738089e+14,222,0.0769230769231,9.47328533535e-09,0.00738916256158,0.02125,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1200.0,-203.0,-1e+200,290802999.786,25086996.3281,291092127.478,333742484.779,246402150.489,253350260.683,328935636.327,18.0,6.29357384767e+14,223,0.0453846153846,9.47328533535e-09,0.00738916256158,0.02125,7.12627889352e-06
203.0,-203.0,-210.0,-203.0,1218.0,-203.0,-1e+200,298342760.861,24474593.9699,296156571.37,348985666.988,264556816.23,267547519.241,336499789.56,20.0,5.9900574999e+14,224,0.0384615384615,9.47328533535e-09,0.00738916256158,0.02125,6.03921940129e-06
203.0,-203.0,-203.0,-203.0,0.0,-203.0,-1e+200,305526299.636,18019951.4849,309326784.645,335725612.093,273701244.996,275218499.064,328679144.799,17.0,3.24718651518e+14,226,0.0384615384615,9.47328533535e-09,0.00738916256158,0.0125,3.55248200076e-06
203.0,-203.0,-210.0,-203.0,1300.0,-203.0,-1e+200,287938112.189,20984583.9541,283504766.234,330169158.662,252715305.948,259657081.666,317366128.057,19.0,4.40352763727e+14,225,0.0315384615385,9.47328533535e-09,0.00738916256158,0.02125,4.95215990906e-06
203.0,-203.0,-203.0,-203.0,100.0,-203.0,-1e+200,309000798.242,19793086.2055,303965383.953,352815523.951,263702562.718,287640884.963,335990353.535,20.0,3.91766261538e+14,227,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,200.0,-203.0,-1e+200,298556733.457,18930756.6959,297810080.866,330721803.796,260096569.162,270935229.644,329823781.134,19.0,3.5837354908e+14,228,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,300.0,-203.0,-1e+200,298813715.592,18217211.5599,300664658.876,329552883.931,267582185.54,272284718.75,322478345.933,19.0,3.31866797017e+14,229,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,400.0,-203.0,-1e+200,299877716.183,19246950.5426,296813975.095,328374736.53,273860144.46,274853099.486,325517501.899,20.0,3.70445105189e+14,230,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,500.0,-203.0,-1e+200,298536149.989,20421039.99,299587648.934,329966659.844,265977307.864,266625367.697,325879262.59,19.0,4.17018874272e+14,231,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,600.0,-203.0,-1e+200,296929059.573,24478814.8837,295993090.937,355226302.998,260997740.775,267201731.696,343359377.545,19.0,5.99212378112e+14,232,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,700.0,-203.0,-1e+200,294364864.998,18431925.2504,292640720.037,325938424.139,262611749.274,266814984.017,325741019.614,20.0,3.39735868435e+14,233,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,800.0,-203.0,-1e+200,294352583.375,15442446.6246,293763055.385,319299458.705,268664282.764,268862392.725,316761351.186,19.0,2.38469157753e+14,234,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,900.0,-203.0,-1e+200,293952116.288,21278683.2947,291929323.104,334746429.512,251053478.659,261502256.644,330831795.995,18.0,4.52782362757e+14,235,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1000.0,-203.0,-1e+200,282670168.399,19433026.8088,283172884.54,312610397.084,250357253.54,258904734.095,310457382.212,20.0,3.77642530951e+14,236,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1100.0,-203.0,-1e+200,283145923.796,21582209.0769,281518631.64,323763174.929,247027418.008,250863255.505,308342906.158,20.0,4.65791748639e+14,237,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1200.0,-203.0,-1e+200,284314799.615,19998533.0442,282686633.147,323341303.509,247928173.051,255042209.933,317070573.752,19.0,3.99941323921e+14,238,0.0453846153846,9.47328533535e-09,0.00738916256158,0.0125,4.19192876089e-06
203.0,-203.0,-203.0,-203.0,1218.0,-203.0,-1e+200,288320521.298,18042988.1077,288262273.162,312049696.101,253966795.689,256385393.566,311038964.246,20.0,3.25549419853e+14,239,0.0384615384615,9.47328533535e-09,0.00738916256158,0.0125,3.55248200076e-06
203.0,-203.0,-200.0,-203.0,0.0,-203.0,-1e+200,305270831.246,24456883.6202,307226822.341,353697490.597,264170988.947,271100260.825,349012432.935,15.0,5.98139156412e+14,241,0.0384615384615,9.47328533535e-09,0.00738916256158,0.01,2.84198560061e-06
203.0,-203.0,-203.0,-203.0,1300.0,-203.0,-1e+200,286801269.814,21411729.4827,290041449.383,313794250.042,236023167.302,252868424.702,310630475.348,20.0,4.5846215944e+14,240,0.0315384615385,9.47328533535e-09,0.00738916256158,0.0125,2.91303524062e-06
203.0,-203.0,-200.0,-203.0,100.0,-203.0,-1e+200,308179075.546,22281841.3516,306708405.837,360306914.179,266648734.669,280026266.885,341296467.255,20.0,4.96480454016e+14,242,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,200.0,-203.0,-1e+200,302580256.586,25435294.2315,296880617.99,355580375.585,259520610.764,267351332.492,342514871.198,20.0,6.46954192641e+14,243,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,289110264.525,14736294.1086,289449940.598,315012104.661,258710289.157,266728529.709,306537252.358,20.0,2.17158364055e+14,244,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,400.0,-203.0,-1e+200,296591952.056,19631110.8805,294490789.465,346337708.737,258485716.505,275732153.797,329270433.273,20.0,3.85380514402e+14,245,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,500.0,-203.0,-1e+200,291879429.74,16971811.2521,292936049.237,326494973.64,257305126.724,267404278.908,320849382.635,20.0,2.88042377179e+14,246,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,291025066.438,19697700.5908,288634986.945,326233257.964,256977934.079,264083286.799,321569300.622,20.0,3.87999408566e+14,247,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,700.0,-203.0,-1e+200,288947428.966,23280096.7945,292826623.644,326952197.404,245141678.476,258815475.932,321234503.865,20.0,5.41962906759e+14,248,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,284364090.208,15841414.9023,285296935.045,309587496.77,252657408.047,254785329.793,304782795.151,20.0,2.50950426108e+14,249,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,285507441.695,11925991.8672,284910476.155,304047262.628,253301684.849,270786034.827,300956236.45,20.0,1.42229282018e+14,250,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,292665776.071,18090967.386,297236325.243,320269892.41,252161532.153,269925239.009,316867079.993,20.0,3.27283100962e+14,251,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,289100121.146,22210066.7718,298286844.006,315199533.745,242453007.493,249052629.561,313061036.455,18.0,4.93287066009e+14,252,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,276111618.724,16660115.9772,276077251.729,302020199.968,252612951.666,253932140.282,301725774.602,20.0,2.77559464374e+14,253,0.0453846153846,9.47328533535e-09,0.00738916256158,0.01,3.35354300872e-06
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,275847775.55,23359004.546,276200609.503,324929538.661,236398489.755,245348997.584,313866206.866,20.0,5.45643093378e+14,254,0.0384615384615,9.47328533535e-09,0.00738916256158,0.01,2.84198560061e-06
203.0,-203.0,-195.0,-203.0,0.0,-203.0,-1e+200,293898029.246,12519899.3584,293001466.035,321908104.214,271981261.214,277911534.284,314735576.103,16.0,1.56747879945e+14,256,0.0384615384615,9.47328533535e-09,0.00738916256158,0.0125,3.55248200076e-06
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,283546845.158,23507493.6904,278385356.418,334218543.949,250088520.365,253407029.332,316191235.496,19.0,5.52602259602e+14,255,0.0315384615385,9.47328533535e-09,0.00738916256158,0.01,2.3304281925e-06
203.0,-203.0,-195.0,-203.0,100.0,-203.0,-1e+200,304671384.386,17973991.5601,309919497.79,342160574.518,272273409.149,274504008.731,325176341.943,20.0,3.23064372603e+14,257,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,200.0,-203.0,-1e+200,295264352.756,21991676.4267,299690502.688,329093000.483,249439803.093,257006637.846,327739319.911,20.0,4.83633832058e+14,258,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,300.0,-203.0,-1e+200,279774929.802,25036646.7094,274011429.948,338990451.35,243238476.071,247066826.112,321444380.637,20.0,6.26833678449e+14,259,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,400.0,-203.0,-1e+200,285745726.154,23674696.5627,287472682.721,335347436.11,248714915.151,249394394.275,314284286.937,20.0,5.60491257336e+14,260,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,500.0,-203.0,-1e+200,284084145.265,23247449.5315,278602661.342,334593738.482,248739578.609,256976240.006,321974200.247,20.0,5.40443909717e+14,261,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,600.0,-203.0,-1e+200,286592479.157,16923599.6357,285515332.813,306794600.065,250835429.514,261835431.895,305012670.498,17.0,2.86408224628e+14,262,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,700.0,-203.0,-1e+200,279236839.78,20217865.2802,275747363.779,326148792.184,243531547.42,249467782.197,311585448.245,19.0,4.08762076488e+14,263,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,800.0,-203.0,-1e+200,276156215.089,17864807.2936,276343221.684,315726450.237,237168964.987,252653702.094,307951155.086,20.0,3.19151339636e+14,264,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,900.0,-203.0,-1e+200,283166331.327,16398318.1001,285650319.635,309653050.777,250573398.64,258405800.877,304970315.567,20.0,2.68904836513e+14,265,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1000.0,-203.0,-1e+200,278758154.294,20809746.2488,279260382.589,320110052.579,247226180.72,248933987.522,307203998.821,20.0,4.33045538941e+14,266,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1100.0,-203.0,-1e+200,271816803.663,20366996.1456,268124360.173,308505750.742,229793598.94,247489977.802,303202968.447,19.0,4.14814531994e+14,267,0.0769230769231,9.47328533535e-09,0.00738916256158,0.0125,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1200.0,-203.0,-1e+200,268793994.271,19726588.9764,264504027.082,306653581.369,227415976.47,237353134.282,303046041.056,19.0,3.89138312642e+14,268,0.0453846153846,9.47328533535e-09,0.00738916256158,0.0125,4.19192876089e-06
203.0,-203.0,-195.0,-203.0,1218.0,-203.0,-1e+200,272776012.45,22597100.2031,267170024.842,311519926.15,233951030.11,239845351.496,302547539.036,19.0,5.10628937588e+14,269,0.0384615384615,9.47328533535e-09,0.00738916256158,0.0125,3.55248200076e-06
203.0,-203.0,-190.0,-203.0,0.0,-203.0,-1e+200,292693044.598,21030216.8769,295127745.817,325242148.364,246166388.642,258936221.308,322187162.255,19.0,4.4227002189e+14,271,0.0384615384615,9.47328533535e-09,0.00738916256158,0.01875,5.32872300114e-06
203.0,-203.0,-195.0,-203.0,1300.0,-203.0,-1e+200,269714232.567,14187109.6415,269726590.963,289122247.729,247911685.594,251245797.178,288290060.661,20.0,2.01274079981e+14,270,0.0315384615385,9.47328533535e-09,0.00738916256158,0.0125,2.91303524062e-06
203.0,-203.0,-190.0,-203.0,100.0,-203.0,-1e+200,293633206.379,17183076.3745,289558240.403,324666715.931,266533971.864,268565612.849,321296679.733,19.0,2.95258113692e+14,272,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,200.0,-203.0,-1e+200,288591297.082,19824249.168,288567347.87,324232662.354,253885715.041,260401735.453,318801408.728,20.0,3.93000855076e+14,273,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,400.0,-203.0,-1e+200,282702107.365,16971120.6725,276327645.225,307107352.746,259012597.52,259638201.207,306128693.696,20.0,2.8801893688e+14,275,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,288701537.613,19715677.9711,284533784.582,336942139.213,259100547.711,265222059.437,316952112.935,19.0,3.88707957861e+14,274,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,500.0,-203.0,-1e+200,284309025.327,17336086.7865,282286709.441,314356124.404,259055479.262,259422983.337,310889303.663,19.0,3.0053990507e+14,276,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,281659058.845,32931734.0031,271806070.163,330168215.386,227404052.61,235643558.633,328411780.648,20.0,1.08449910445e+15,277,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,700.0,-203.0,-1e+200,281916327.228,20501082.5994,281582071.497,309048720.673,241764877.218,243666264.383,304850260.164,20.0,4.20294387748e+14,278,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,275368689.073,13127270.6526,274365319.687,296749386.993,249323130.423,253829766.099,296523907.95,20.0,1.72325234787e+14,279,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,280183642.795,14799716.1672,280750946.033,303300716.238,255251902.612,256584586.041,302784905.975,20.0,2.19031598628e+14,280,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,271428407.056,20395865.1933,267827683.484,309523524.217,240812303.227,245787563.404,306594410.831,20.0,4.15991316984e+14,281,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1100.0,-203.0,-1e+200,274754375.737,15484600.5927,274377092.616,303325771.572,242396500.934,251506220.823,300600615.563,20.0,2.39772855515e+14,282,0.0769230769231,9.47328533535e-09,0.00738916256158,0.01875,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1200.0,-203.0,-1e+200,260397236.752,21357050.2729,258146839.956,311294720.132,227875803.76,234344957.954,288932693.656,19.0,4.56123596358e+14,283,0.0453846153846,9.47328533535e-09,0.00738916256158,0.01875,6.28789314134e-06
203.0,-203.0,-190.0,-203.0,1218.0,-203.0,-1e+200,267791476.632,23464751.2415,262175747.927,319152535.503,236238057.636,238131888.39,299927745.897,19.0,5.50594550825e+14,284,0.0384615384615,9.47328533535e-09,0.00738916256158,0.01875,5.32872300114e-06
203.0,-203.0,-180.0,-203.0,0.0,-203.0,-1e+200,270997176.935,16842065.3989,271514608.576,311634689.296,241331488.512,244459898.329,298063990.023,20.0,2.83655166902e+14,286,0.0384615384615,9.47328533535e-09,0.00738916256158,0.025,7.10496400152e-06
203.0,-203.0,-190.0,-203.0,1300.0,-203.0,-1e+200,261157466.92,17471491.6093,260053466.806,293904227.437,230441330.395,239406845.322,288467512.923,20.0,3.05253019053e+14,285,0.0315384615385,9.47328533535e-09,0.00738916256158,0.01875,4.36955286093e-06
203.0,-203.0,-180.0,-203.0,100.0,-203.0,-1e+200,273466496.849,18595065.6904,273185121.223,327815481.604,242329799.805,247291389.727,297373061.252,20.0,3.45776468029e+14,287,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,200.0,-203.0,-1e+200,271564210.64,20820882.485,268291535.804,308490126.599,233121022.977,246498808.215,304677905.389,20.0,4.33509147454e+14,288,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,300.0,-203.0,-1e+200,262595111.678,13452874.7774,259410663.446,282253490.856,235027806.296,245383149.992,282131948.883,20.0,1.80979839775e+14,289,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,400.0,-203.0,-1e+200,267530328.874,16526920.8989,265197928.463,296627224.666,226351269.083,242082482.196,295128923.148,20.0,2.73139114399e+14,290,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,500.0,-203.0,-1e+200,258331370.759,15203542.7477,258719468.809,279192501.15,225843147.639,229843086.123,275903975.061,19.0,2.3114771208e+14,291,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,600.0,-203.0,-1e+200,264288232.867,22827236.5761,266042497.417,313828074.092,233508255.886,234569625.763,302421383.732,20.0,5.21082729703e+14,292,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,700.0,-203.0,-1e+200,260002681.184,17209480.1298,263724191.984,291013407.122,218191525.299,234816839.334,282389223.423,19.0,2.96166206338e+14,293,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,800.0,-203.0,-1e+200,263330806.357,15856027.4819,258407598.945,291242489.641,241251828.654,244050274.001,290075175.46,19.0,2.51413607508e+14,294,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,900.0,-203.0,-1e+200,254959524.401,18590704.3363,255098762.083,286163250.495,217352358.88,227074616.167,283813849.618,19.0,3.45614287719e+14,295,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,1000.0,-203.0,-1e+200,259410054.525,20619480.8094,257337770.906,304147046.871,231402798.773,235267809.931,293874228.427,20.0,4.2516298885e+14,296,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,1100.0,-203.0,-1e+200,253809201.533,17260592.5641,255589402.289,276866171.848,213370924.015,227261550.414,275753502.721,20.0,2.97928055663e+14,297,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,1200.0,-203.0,-1e+200,251471278.665,17233196.4874,253536646.951,279854185.435,215344773.226,222098369.047,278264564.028,20.0,2.96983061173e+14,298,0.0453846153846,9.47328533535e-09,0.00738916256158,0.025,8.38385752179e-06
203.0,-203.0,-170.0,-203.0,0.0,-203.0,-1e+200,261969122.723,12436637.0012,264222375.64,279750584.967,234484777.6,234535551.923,278356098.495,18.0,1.546699399e+14,301,0.0384615384615,9.47328533535e-09,0.00738916256158,0.025,7.10496400152e-06
203.0,-203.0,-180.0,-203.0,1218.0,-203.0,-1e+200,249589635.243,17827469.856,250490402.319,279240996.63,211851938.169,224463179.736,277789797.066,20.0,3.17818681465e+14,299,0.0384615384615,9.47328533535e-09,0.00738916256158,0.025,7.10496400152e-06
203.0,-203.0,-180.0,-203.0,1300.0,-203.0,-1e+200,251672352.514,20435457.6788,251052169.885,286454025.07,220598393.577,222614370.714,283102184.154,20.0,4.17607930543e+14,300,0.0315384615385,9.47328533535e-09,0.00738916256158,0.025,5.82607048124e-06
203.0,-203.0,-170.0,-203.0,100.0,-203.0,-1e+200,255089396.683,20977108.1011,248179969.736,294172569.112,225239948.342,230165045.37,287260273.854,20.0,4.40039064285e+14,302,0.0769230769231,9.47328533535e-09,0.00738916256158,0.025,1.4209928003e-05
