iteration,accepted,turbine_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,h2_export_capacity,elec_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV
181.0,accepted,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3579831649.71
182.0,rejected,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3578248237.69
183.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3573803154.76
184.0,rejected,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3575842516.34
185.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3569207860.26
186.0,rejected,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3572398226.64
187.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3578308866.33
188.0,accepted,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3577117177.07
189.0,rejected,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3573849759.05
190.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3572439906.84
191.0,accepted,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3576437841.3
192.0,rejected,1000.0,-687.877849236,-7470.88434354,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3569407588.8
193.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3573242010.79
194.0,accepted,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3574969878.64
195.0,accepted,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3575781964.53
196.0,rejected,1000.0,-687.877849236,-7470.88434354,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3568811200.57
197.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3572508553.46
198.0,rejected,1000.0,-687.877849236,-7470.88434354,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3573659129.61
199.0,rerun,1000.0,-687.877849236,-7470.88434353,-14.9,1e+200,-1e+200,-1e+200,-1e+200,-1e+200,16160.2808424,3577735444.32
