SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,385842221.425,14641208.3795,383843957.185,414032461.439,361111831.972,367760536.802,411399463.529,18.0,2.14364982811e+14,4.7619047619e-08,0.1,104,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,384845823.565,9941570.51201,387767646.703,401877408.709,368561664.948,368941093.41,398744447.324,19.0,9.88348242453e+13,4.7619047619e-08,0.1,105,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,379422460.653,14383339.777,379224230.23,400471000.086,346858571.739,352476126.115,399219679.528,19.0,2.06880463142e+14,4.7619047619e-08,0.059,106,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,383336031.808,13616806.7967,383311083.986,407841573.158,363228476.429,364543810.582,405485628.926,20.0,1.85417427338e+14,4.7619047619e-08,0.05,107,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-260.0,-195.0,300.0,-203.0,-1e+200,368336400.337,17766600.8007,367273301.889,400354171.861,339009494.523,343921942.032,391811195.265,14.0,3.15652104011e+14,4.7619047619e-08,0.05,109,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,384397746.001,14420858.7297,384448256.578,405772169.106,348298818.586,361120440.974,404190112.866,19.0,2.07961166501e+14,4.7619047619e-08,0.041,108,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,382807448.06,13219824.7296,385706723.194,403251447.338,356887807.4,363324598.495,398461659.03,16.0,1.74763765881e+14,4.7619047619e-08,0.1,110,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,375497560.18,14858878.7411,378640870.803,395674398.271,343416968.921,355155185.154,392298808.998,18.0,2.20786277442e+14,4.7619047619e-08,0.1,111,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,376179670.852,13504383.0714,373569253.975,401736162.609,358635625.985,358825009.816,400139934.542,17.0,1.8236836214e+14,4.7619047619e-08,0.1,112,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,375155704.769,16341061.3305,373858347.569,405668764.034,348316661.295,351073408.316,404996790.566,17.0,2.67030285406e+14,4.7619047619e-08,0.1,113,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,370816674.547,17781111.5902,368567876.225,397761805.954,342276306.049,344753426.277,393059798.327,15.0,3.16167929383e+14,4.7619047619e-08,0.1,114,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,381843332.405,17011442.2781,385273632.993,416382129.481,344302068.456,359931685.982,404451633.347,17.0,2.8938916838e+14,4.7619047619e-08,0.1,115,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,375763053.146,11961018.7528,376741254.181,398856897.755,354539127.65,354788348.835,395590456.157,18.0,1.43065969604e+14,4.7619047619e-08,0.1,116,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,370997315.45,16284822.2504,371911577.378,395232382.646,339393594.617,350206210.734,393954492.424,18.0,2.65195435728e+14,4.7619047619e-08,0.1,117,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,376047646.188,13518698.0229,372947179.976,400750622.112,354364383.315,359204623.854,397840046.424,18.0,1.82755196235e+14,4.7619047619e-08,0.059,118,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,380153256.486,13423336.428,380694106.964,397032586.504,340734773.669,364401314.123,397020329.384,19.0,1.80185960859e+14,4.7619047619e-08,0.05,119,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-250.0,-195.0,300.0,-203.0,-1e+200,368797840.221,14524770.969,367150515.071,397325118.317,347318956.443,348329691.021,390985960.028,18.0,2.10968971702e+14,4.7619047619e-08,0.05,121,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,374973519.113,15369675.7308,373447667.406,406228714.272,351261955.678,351930853.654,402701424.631,20.0,2.36226932069e+14,4.7619047619e-08,0.041,120,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,368811005.341,18287244.5072,367856253.191,396149466.261,330083190.314,341283932.994,395969560.47,14.0,3.34423311665e+14,4.7619047619e-08,0.1,122,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,367277174.384,15508334.7796,367981794.383,402373421.93,332517112.203,342044585.976,387850890.953,15.0,2.40508447635e+14,4.7619047619e-08,0.1,123,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,372439273.358,16066006.9838,376028315.602,401261139.372,335092835.455,345679163.141,392578171.913,18.0,2.58116580403e+14,4.7619047619e-08,0.1,124,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,367157434.492,14145061.463,366375753.621,398197380.586,344791445.314,348811482.103,385603476.718,18.0,2.00082763792e+14,4.7619047619e-08,0.1,125,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,370120676.972,13257215.9696,369935939.66,391710751.117,345910822.51,347728361.518,391144708.085,16.0,1.75753775263e+14,4.7619047619e-08,0.1,126,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,364785009.044,17218794.9507,365896443.207,389603227.472,335330540.402,336443855.9,387726994.47,18.0,2.96486899555e+14,4.7619047619e-08,0.1,127,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,367924127.56,8674092.20142,369742075.154,385170549.107,355567111.411,357219432.157,381073977.431,17.0,7.52398755187e+13,4.7619047619e-08,0.1,128,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,361175135.725,9289345.81148,360701685.819,376370092.397,336517716.561,347824746.69,372438575.005,19.0,8.62919456052e+13,4.7619047619e-08,0.1,129,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,361988243.506,9166052.81525,363688463.879,381219902.458,347383223.43,348249990.476,374347968.295,19.0,8.4016524212e+13,4.7619047619e-08,0.059,130,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,356614369.671,16144372.5696,355610571.042,386964841.374,317954181.083,334212518.279,375529944.251,19.0,2.60640765666e+14,4.7619047619e-08,0.05,131,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-240.0,-195.0,300.0,-203.0,-1e+200,364785236.453,12862664.13,367654217.996,382188440.441,341460587.802,346155111.941,379701114.777,18.0,1.65448128521e+14,4.7619047619e-08,0.05,133,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,365452670.424,14979355.2199,361894600.242,390428168.781,341166502.183,342040675.56,386535375.83,19.0,2.24381082805e+14,4.7619047619e-08,0.041,132,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,365875587.378,8305309.23485,365610280.807,383458518.535,355393657.34,356081473.538,383364721.366,17.0,6.89781614865e+13,4.7619047619e-08,0.1,134,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,360925525.092,12715032.6979,360740631.71,381366853.213,331602003.923,341473259.237,381233306.397,18.0,1.6167205651e+14,4.7619047619e-08,0.1,135,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,357129039.502,14932449.477,357987775.801,383931945.296,331594475.467,334284965.241,381722138.05,16.0,2.22978047384e+14,4.7619047619e-08,0.1,136,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,360799604.91,11831807.3863,362507843.154,390945828.574,342098418.914,342519484.874,377755182.068,19.0,1.39991666026e+14,4.7619047619e-08,0.1,137,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,361247710.591,11007980.086,360079937.11,379612932.459,336861407.229,345388276.183,378554498.742,20.0,1.21175625574e+14,4.7619047619e-08,0.1,138,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,357611328.346,15401626.8778,361262979.639,390969585.149,326078319.67,333465001.908,373620956.911,20.0,2.37210110483e+14,4.7619047619e-08,0.1,139,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,356410719.353,15571758.9818,355408543.725,384946335.906,328392481.194,333670888.89,383411070.647,20.0,2.42479677787e+14,4.7619047619e-08,0.1,140,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,354145675.595,11680402.9337,350180382.507,382369130.728,334795390.22,340179980.889,374194612.133,19.0,1.36431812693e+14,4.7619047619e-08,0.1,141,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,355575990.341,16915767.7844,359266109.659,389521280.754,315689098.305,328940661.364,380157873.719,19.0,2.86143199735e+14,4.7619047619e-08,0.059,142,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,355118338.64,15663105.9633,356995921.111,388502445.062,320760440.683,333367378.801,373609805.304,20.0,2.45332888418e+14,4.7619047619e-08,0.05,143,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-230.0,-195.0,300.0,-203.0,-1e+200,359497520.229,13519319.3458,361766166.627,379303519.093,331565237.905,338500560.17,378384607.24,15.0,1.82771995574e+14,4.7619047619e-08,0.05,145,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,346413822.988,13780602.5677,346827127.589,365103191.553,318282275.708,327373169.006,364564545.663,19.0,1.89905007128e+14,4.7619047619e-08,0.041,144,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,355057951.691,8781604.53999,353809686.021,373091088.587,340373434.272,342889074.831,368252112.919,13.0,7.71165782969e+13,4.7619047619e-08,0.1,146,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,352153303.662,16395740.9625,350165017.373,381835977.251,328389127.496,329414433.586,374881696.653,15.0,2.68820321709e+14,4.7619047619e-08,0.1,147,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,349502260.929,11953557.4695,346015606.175,372659645.19,333542776.677,335540701.687,366665237.109,15.0,1.42887536176e+14,4.7619047619e-08,0.1,148,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,348940661.025,16689871.6447,351541072.837,388125823.174,326240206.184,326586309.078,371547096.637,17.0,2.78551815516e+14,4.7619047619e-08,0.1,149,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,347348313.115,14616388.1542,347960295.538,369824024.322,322843939.483,325913823.368,367652418.862,16.0,2.13638802674e+14,4.7619047619e-08,0.1,150,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,349591533.955,12261773.8184,352225512.237,370679468.708,322504225.006,328354611.718,367148223.981,16.0,1.50351097174e+14,4.7619047619e-08,0.1,151,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,337724698.695,15927929.1721,342596564.745,353947420.558,300216116.594,311313842.366,353842546.974,14.0,2.53698927712e+14,4.7619047619e-08,0.1,152,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,346974068.969,14405445.5771,344892332.665,367439288.688,319362948.732,326312145.739,367128516.912,14.0,2.07516862276e+14,4.7619047619e-08,0.1,153,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,345711174.91,13436225.6896,346672128.501,367083474.673,316703092.648,322741379.785,366449255.396,14.0,1.80532160781e+14,4.7619047619e-08,0.059,154,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,342006240.587,15618791.9132,344510563.681,366226492.625,314712251.863,316829898.827,361651156.944,16.0,2.43946660828e+14,4.7619047619e-08,0.05,155,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-220.0,-195.0,300.0,-203.0,-1e+200,339548166.864,10206959.6244,339875707.778,358900796.263,322593442.465,324955287.404,357961029.197,19.0,1.04182024775e+14,4.7619047619e-08,0.05,157,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,340235692.884,13531919.0,337254496.872,368909552.469,322912713.806,324108175.107,364423115.212,16.0,1.83112831822e+14,4.7619047619e-08,0.041,156,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,345524709.918,13321843.1463,344430770.995,374662521.449,325327368.246,329138180.787,365548772.827,20.0,1.77471504814e+14,4.7619047619e-08,0.1,158,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,345706114.126,14957271.3436,342136760.113,373417811.77,327109241.662,327204588.753,367192437.47,20.0,2.23719966047e+14,4.7619047619e-08,0.1,159,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,349276404.376,12910848.1734,347419954.519,371145751.275,330127347.699,330417830.207,370842980.538,19.0,1.66690000556e+14,4.7619047619e-08,0.1,160,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,336642955.487,16732161.6391,337611740.887,360958850.487,299702878.812,313242629.741,357683855.375,18.0,2.79965233118e+14,4.7619047619e-08,0.1,161,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,341562732.103,11691638.4157,343739698.75,359032959.476,319242871.032,323036291.396,358783294.313,19.0,1.36694408844e+14,4.7619047619e-08,0.1,162,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,333157572.773,11757934.8111,331100546.829,360123161.615,313843522.077,314657181.112,350201981.567,20.0,1.38249031021e+14,4.7619047619e-08,0.1,163,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,334531798.658,11497848.4272,334342785.736,356318328.942,313306529.891,318042075.122,350404334.305,20.0,1.32200518455e+14,4.7619047619e-08,0.1,164,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,333412474.3,10580402.5759,337028279.81,350228946.91,308332789.523,317229909.502,345149813.97,20.0,1.11944918669e+14,4.7619047619e-08,0.1,165,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,322147494.049,13470964.164,324969645.681,337624810.018,293038867.576,299891068.72,336648662.581,20.0,1.81466875508e+14,4.7619047619e-08,0.059,166,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,329657382.693,17068980.5141,328504714.878,361014051.985,299929865.092,309242898.665,358924984.213,19.0,2.91350095791e+14,4.7619047619e-08,0.05,167,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-210.0,-195.0,300.0,-203.0,-1e+200,328276058.923,8180030.97078,328481338.296,340447744.546,310646287.624,312668726.536,338819854.894,19.0,6.69129066829e+13,4.7619047619e-08,0.05,169,0.0303571428571,0.0333333333333,5.05952380952e-05
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,331134411.066,12177667.6979,331674728.632,353267246.563,307083286.142,311811859.438,349792682.327,20.0,1.48295590561e+14,4.7619047619e-08,0.041,168,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,337326841.527,16267531.8624,338596101.589,364608297.315,304277544.367,316804705.334,364368495.667,19.0,2.64632592895e+14,4.7619047619e-08,0.1,170,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,330156301.044,12293054.6556,327100044.045,352586481.685,309593641.369,312699505.541,348882852.586,20.0,1.51119192765e+14,4.7619047619e-08,0.1,171,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,330556734.761,13694910.6618,333152992.724,352332264.465,307541501.521,307715710.536,349208390.766,20.0,1.87550578034e+14,4.7619047619e-08,0.1,172,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,327385552.233,12892682.5281,328564366.215,350887913.571,300047859.011,307979409.47,350034350.731,19.0,1.66221262771e+14,4.7619047619e-08,0.1,173,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,329393193.177,13590232.7386,331858392.081,354700065.841,301082988.57,307054172.184,345035125.258,20.0,1.84694425888e+14,4.7619047619e-08,0.1,174,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,326534357.724,10088596.3604,323610867.29,344464489.066,306253443.999,315617458.955,342382713.172,20.0,1.01779776523e+14,4.7619047619e-08,0.1,175,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,320128130.722,15562027.0624,321962179.811,348221661.942,290064534.17,291228680.002,339057213.388,19.0,2.4217668629e+14,4.7619047619e-08,0.1,176,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,320309252.194,15545298.7175,323539793.178,346635924.061,277174405.066,299678378.979,341559940.29,20.0,2.41656312215e+14,4.7619047619e-08,0.1,177,0.0303571428571,0.0333333333333,0.00010119047619
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,318592171.146,14654572.613,318190980.342,342784017.964,290389885.036,296663876.743,335616691.512,20.0,2.14756498469e+14,4.7619047619e-08,0.059,178,0.0303571428571,0.0333333333333,5.97023809524e-05
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,322101343.112,12148936.9596,323525892.979,342816536.551,296359286.229,302722288.579,339068444.252,20.0,1.47596669248e+14,4.7619047619e-08,0.05,179,0.0303571428571,0.0333333333333,5.05952380952e-05
203.0,-203.0,-203.0,-195.0,300.0,-203.0,-1e+200,326080013.965,12097586.8341,323489646.02,347650050.833,309003319.982,310348675.202,347601493.918,20.0,1.46351607208e+14,4.7619047619e-08,0.05,181,0.0178571428571,0.0333333333333,2.97619047619e-05
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,314419140.328,18800728.1933,314492369.713,356068591.569,274871195.553,281020339.528,344045829.128,20.0,3.53467380599e+14,4.7619047619e-08,0.041,180,0.0303571428571,0.0333333333333,4.14880952381e-05
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,331059157.921,14035457.2586,329549168.292,354903300.816,302884013.039,311822980.186,352562353.147,20.0,1.96994060457e+14,4.7619047619e-08,0.1,182,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,321590702.983,13472355.0073,322117322.228,342988311.186,297576580.207,303418064.797,342375119.167,20.0,1.81504349444e+14,4.7619047619e-08,0.1,183,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,321238874.585,14830870.5542,323439660.367,358577350.501,293476069.945,298882126.75,342101047.91,20.0,2.19954721394e+14,4.7619047619e-08,0.1,184,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,317102340.666,13031067.673,320878895.838,343494007.512,289724888.187,301907828.469,331681676.334,20.0,1.69808724698e+14,4.7619047619e-08,0.1,185,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,315346017.41,16338668.5622,317490255.029,340956654.529,281421612.089,282181627.926,337356007.964,20.0,2.66952090385e+14,4.7619047619e-08,0.1,186,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,312998466.711,11574032.7074,314782427.443,335014132.336,281396124.721,296509184.03,326345487.436,20.0,1.33958233111e+14,4.7619047619e-08,0.1,187,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,309541783.053,10448718.6673,310318021.62,326473484.778,284240527.624,293583112.48,322589473.895,20.0,1.09175721788e+14,4.7619047619e-08,0.1,188,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,308779782.93,11528233.1093,310649627.629,330098008.213,291184211.108,292704587.299,323375622.551,20.0,1.32900158622e+14,4.7619047619e-08,0.1,189,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,307832550.674,12905511.3053,307866112.778,337256579.648,287598823.805,290998182.808,324004033.572,20.0,1.66552222052e+14,4.7619047619e-08,0.059,190,0.0178571428571,0.0333333333333,3.5119047619e-05
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,312710028.401,11528379.3687,311302119.449,334911862.667,293746198.681,296185084.629,333032238.773,20.0,1.32903530868e+14,4.7619047619e-08,0.05,191,0.0178571428571,0.0333333333333,2.97619047619e-05
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,311639015.601,11461183.3916,314221390.187,328963419.999,281333696.075,293386404.482,326857388.462,20.0,1.31358724736e+14,4.7619047619e-08,0.041,192,0.0178571428571,0.0333333333333,2.44047619048e-05
203.0,-203.0,-200.0,-195.0,300.0,-203.0,-1e+200,324332284.649,10962221.2715,323675013.821,345587721.259,307286824.485,308258791.906,341251645.696,20.0,1.20170295205e+14,4.7619047619e-08,0.05,193,0.0142857142857,0.0333333333333,2.38095238095e-05
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,317659713.44,13336993.8606,320273388.677,334894550.353,293320141.407,297737517.502,334200249.751,20.0,1.77875405238e+14,4.7619047619e-08,0.1,194,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,310316546.022,15758673.1159,309859421.725,339075305.279,283408750.182,283737007.222,335066412.186,20.0,2.48335778374e+14,4.7619047619e-08,0.1,195,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,320660993.575,13764911.6913,320527011.305,347215454.054,286002006.917,301152913.662,341100219.097,20.0,1.89472793871e+14,4.7619047619e-08,0.1,196,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,311559731.514,15247465.4904,312214413.737,330423340.231,276003126.764,286699756.65,329261971.333,20.0,2.32485203882e+14,4.7619047619e-08,0.1,197,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,312711029.035,11456315.4376,311312473.925,335606650.839,290793101.859,297130552.696,333357677.731,20.0,1.31247163405e+14,4.7619047619e-08,0.1,198,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,306157140.824,13842451.8581,307027198.936,330556507.204,278844126.029,279656299.597,324760607.556,20.0,1.91613473445e+14,4.7619047619e-08,0.1,199,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,312923669.634,11567974.2286,313598612.113,332451135.702,290387288.353,297897180.757,329434198.785,20.0,1.33818027753e+14,4.7619047619e-08,0.1,200,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,310397532.373,11795115.675,312771071.046,325619152.973,279940041.727,292453914.076,324420981.13,20.0,1.39124753787e+14,4.7619047619e-08,0.1,201,0.0142857142857,0.0333333333333,4.7619047619e-05
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,309391180.1,11856714.3884,306034749.392,333005923.028,290291460.15,294549693.914,329394487.258,20.0,1.40581676088e+14,4.7619047619e-08,0.059,202,0.0142857142857,0.0333333333333,2.80952380952e-05
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,302574796.599,13075156.1668,304299397.48,326887505.874,278977280.04,284282904.977,320742930.823,20.0,1.70959708785e+14,4.7619047619e-08,0.05,203,0.0142857142857,0.0333333333333,2.38095238095e-05
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,310872357.42,13209190.1037,313187621.857,336860742.748,277974532.52,291354014.059,327114806.098,20.0,1.74482703197e+14,4.7619047619e-08,0.041,204,0.0142857142857,0.0333333333333,1.95238095238e-05
203.0,-203.0,-195.0,-195.0,300.0,-203.0,-1e+200,316374163.607,12400287.0823,319481492.792,337442904.83,281937002.543,295828104.218,330338476.113,20.0,1.53767119724e+14,4.7619047619e-08,0.05,205,0.0178571428571,0.0333333333333,2.97619047619e-05
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,313741079.714,14575569.2059,315943665.886,341842886.822,288810493.064,294067528.114,332892241.952,20.0,2.12447217677e+14,4.7619047619e-08,0.1,206,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,308833675.24,13555871.4025,311723594.261,327099331.873,268104981.864,286631000.192,324303107.823,20.0,1.83761649481e+14,4.7619047619e-08,0.1,207,0.0178571428571,0.0333333333333,5.95238095238e-05
