SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,PointProbability,prefix
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,266375672.672,174659.997125,266391642.845,266766256.93,265953301.192,266144872.328,266563607.189,20.0,30506114595.7,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,105
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,263998720.642,186949.058109,263990687.644,264490377.054,263728604.495,263760987.491,264349860.798,20.0,34949950327.8,0.384615384615,0.0821727019499,0.166666666667,0.00526748089422,1.7855867438e-06,107
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,263811373.089,221012.17771,263863630.037,264159253.69,263301741.692,263385134.743,264128665.462,20.0,48846382696.2,0.384615384615,0.0125348189415,0.166666666667,0.000803514034712,1.7855867438e-06,108
203.0,-203.0,-420.0,-190.0,500.0,-203.0,-1e+200,273850656.595,267007.772102,273835257.841,274367599.835,273050955.402,273588077.081,274266327.922,20.0,71293150362.8,0.192307692308,0.0696378830084,0.166666666667,0.00223198342976,1.7855867438e-06,109
203.0,-203.0,-420.0,-190.0,600.0,-203.0,-1e+200,274186035.05,272338.788262,274159348.435,274893224.002,273702172.541,273887498.731,274592802.805,20.0,74168415592.0,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,110
203.0,-203.0,-420.0,-190.0,700.0,-203.0,-1e+200,274044444.576,305053.721117,274161029.543,274422882.297,273310901.039,273588773.268,274385408.601,19.0,93057772767.4,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,111
203.0,-203.0,-420.0,-190.0,800.0,-203.0,-1e+200,273469782.351,250955.687005,273477770.322,273936898.307,272871295.341,272997645.797,273756859.75,19.0,62978756840.2,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,112
203.0,-203.0,-420.0,-190.0,1000.0,-203.0,-1e+200,271735549.562,256590.744483,271734937.12,272198564.687,271213922.422,271424398.181,272168077.862,18.0,65838810154.4,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,114
203.0,-203.0,-420.0,-190.0,900.0,-203.0,-1e+200,272729153.526,246380.567006,272753946.275,273161805.328,272217595.736,272382955.812,273063034.493,19.0,60703383798.4,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,113
203.0,-203.0,-420.0,-190.0,1100.0,-203.0,-1e+200,270769910.674,317285.350612,270857915.156,271471293.373,270186137.614,270287660.986,271085113.793,18.0,100669993713.0,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,115
203.0,-203.0,-420.0,-190.0,1200.0,-203.0,-1e+200,269726992.701,224546.601013,269724014.8,270093704.694,269220814.798,269405498.621,270029917.542,19.0,50421176026.4,0.192307692308,0.0821727019499,0.166666666667,0.00263374044711,1.7855867438e-06,116
203.0,-203.0,-420.0,-190.0,1218.0,-203.0,-1e+200,269485851.206,309903.234776,269516396.761,270135089.87,268941615.348,269012773.639,270018331.363,20.0,96040014924.9,0.192307692308,0.0125348189415,0.166666666667,0.000401757017356,1.7855867438e-06,117
203.0,-203.0,-400.0,-190.0,500.0,-203.0,-1e+200,274046510.019,247406.975788,274060835.452,274510790.284,273623684.819,273634491.862,274414481.515,20.0,61210211668.5,0.192307692308,0.0696378830084,0.333333333333,0.00446396685951,1.7855867438e-06,118
203.0,-203.0,-400.0,-190.0,600.0,-203.0,-1e+200,274404575.401,258150.139907,274445212.452,274908757.957,273864482.456,273916843.067,274706499.861,20.0,66641494734.2,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,119
203.0,-203.0,-400.0,-190.0,700.0,-203.0,-1e+200,274092843.664,296688.78164,274046458.458,274620822.38,273537626.107,273647594.175,274575462.384,20.0,88024233150.9,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,120
203.0,-203.0,-400.0,-190.0,800.0,-203.0,-1e+200,273631630.726,280054.692297,273756611.608,274131234.765,273068866.134,273213853.264,273888648.001,20.0,78430630677.5,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,121
203.0,-203.0,-400.0,-190.0,900.0,-203.0,-1e+200,272778692.971,249191.347321,272814944.572,273242708.965,272209362.093,272388153.05,273130156.528,20.0,62096327579.4,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,122
203.0,-203.0,-400.0,-190.0,1000.0,-203.0,-1e+200,271854165.905,204723.97477,271900755.565,272184467.694,271485148.816,271523971.903,272133678.432,20.0,41911905845.5,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,123
203.0,-203.0,-400.0,-190.0,1100.0,-203.0,-1e+200,270811979.919,163949.144951,270820985.644,271201598.419,270582770.104,270584692.807,271048866.431,20.0,26879322130.0,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,124
203.0,-203.0,-400.0,-190.0,1200.0,-203.0,-1e+200,269725943.288,333302.18101,269737309.51,270230990.941,268932887.636,269234742.549,270216004.503,20.0,111090343866.0,0.192307692308,0.0821727019499,0.333333333333,0.00526748089422,1.7855867438e-06,125
203.0,-203.0,-380.0,-190.0,500.0,-203.0,-1e+200,272072915.085,237944.665642,272076569.537,272389186.448,271528683.583,271648976.265,272378732.574,20.0,56617663907.3,0.192307692308,0.0696378830084,0.333333333333,0.00446396685951,1.7855867438e-06,127
203.0,-203.0,-400.0,-190.0,1218.0,-203.0,-1e+200,269622191.467,247909.926006,269627981.865,270109788.358,269246134.914,269271648.42,270057577.831,20.0,61459331412.3,0.192307692308,0.0125348189415,0.333333333333,0.000803514034712,1.7855867438e-06,126
203.0,-203.0,-380.0,-190.0,600.0,-203.0,-1e+200,272173911.856,213853.967747,272166058.2,272795068.396,271800029.946,271904785.735,272376561.219,20.0,45733519521.0,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,128
203.0,-203.0,-380.0,-190.0,700.0,-203.0,-1e+200,271745385.45,253859.835422,271747944.728,272116371.254,271294788.52,271341699.719,272104274.797,20.0,64444816040.6,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,129
203.0,-203.0,-380.0,-190.0,800.0,-203.0,-1e+200,271050653.439,243795.307269,270987873.006,271505907.08,270656194.79,270748095.273,271452910.35,20.0,59436151846.4,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,130
203.0,-203.0,-380.0,-190.0,900.0,-203.0,-1e+200,270139111.719,243930.995843,270122869.166,270606412.152,269698930.418,269814989.511,270475125.612,20.0,59502330733.1,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,131
203.0,-203.0,-380.0,-190.0,1000.0,-203.0,-1e+200,269052082.819,208414.377925,269039979.635,269404399.916,268600879.616,268681646.118,269310880.024,20.0,43436552925.7,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,132
203.0,-203.0,-380.0,-190.0,1100.0,-203.0,-1e+200,268017603.134,182740.449569,268014677.79,268434886.108,267699516.828,267742374.841,268308503.002,20.0,33394071908.8,0.192307692308,0.139275766017,0.333333333333,0.00892793371902,1.7855867438e-06,133
203.0,-203.0,-380.0,-190.0,1200.0,-203.0,-1e+200,266852380.687,248233.995593,266824699.521,267306580.491,266359312.296,266523365.527,267191174.964,20.0,61620116567.9,0.192307692308,0.0821727019499,0.333333333333,0.00526748089422,1.7855867438e-06,134
203.0,-203.0,-380.0,-190.0,1218.0,-203.0,-1e+200,266544429.511,277646.949594,266469345.61,267298340.316,266134137.625,266243491.806,266928318.544,20.0,77087828619.1,0.192307692308,0.0125348189415,0.333333333333,0.000803514034712,1.7855867438e-06,135
203.0,-203.0,-360.0,-190.0,500.0,-203.0,-1e+200,269772496.018,184489.467027,269796204.314,270095282.222,269439897.944,269507070.124,270054940.986,20.0,34036363444.0,0.192307692308,0.0696378830084,0.166666666667,0.00223198342976,1.7855867438e-06,136
203.0,-203.0,-360.0,-190.0,600.0,-203.0,-1e+200,269549170.266,174673.671847,269512623.879,269881976.759,269310179.488,269310930.509,269767816.42,20.0,30510891636.6,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,137
203.0,-203.0,-360.0,-190.0,700.0,-203.0,-1e+200,268923170.136,232163.085101,268933413.744,269206336.366,268281738.733,268543287.736,269195084.32,20.0,53899698083.4,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,138
203.0,-203.0,-360.0,-190.0,800.0,-203.0,-1e+200,268040593.823,189174.671921,268044754.2,268353242.745,267652931.099,267739425.593,268310342.58,20.0,35787056496.3,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,139
203.0,-203.0,-360.0,-190.0,900.0,-203.0,-1e+200,267141382.028,236899.700934,267074870.449,267544048.821,266758649.794,266860514.743,267490762.553,20.0,56121468302.8,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,140
203.0,-203.0,-360.0,-190.0,1000.0,-203.0,-1e+200,266019816.035,185931.994555,266054544.776,266483817.377,265607900.804,265707391.307,266204004.037,20.0,34570706599.1,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,141
203.0,-203.0,-360.0,-190.0,1100.0,-203.0,-1e+200,264805448.587,238226.705782,264848064.933,265372354.835,264339478.988,264494645.315,265070702.911,20.0,56751963347.6,0.192307692308,0.139275766017,0.166666666667,0.00446396685951,1.7855867438e-06,142
203.0,-203.0,-360.0,-190.0,1200.0,-203.0,-1e+200,263569047.377,231412.101313,263553952.2,263990743.688,263148115.762,263275387.419,263894064.979,20.0,53551560633.9,0.192307692308,0.0821727019499,0.166666666667,0.00263374044711,1.7855867438e-06,143
203.0,-203.0,-360.0,-190.0,1218.0,-203.0,-1e+200,263360473.854,225242.478653,263428812.833,263813150.222,262993680.895,263019656.051,263666323.476,20.0,50734174189.7,0.192307692308,0.0125348189415,0.166666666667,0.000401757017356,1.7855867438e-06,144
